Comunidad Autónoma,Municipio_ZBE,Distintivo_vehículo,Tipo_vehículo,Peso_vehículo,Perfil_vehículo,Acceso_ZBE,Días_acceso,Horario_acceso,Comentario/Observación,URL_ordenanza,Vigencia_ordenanza
Andalucía,Jaén,C,moto,hasta_3500,autonomo,LIBRE,,,,,
Andalucía,Jaén,C,moto,hasta_3500,autoescuela,LIBRE,,,,,
Andalucía,Jaén,C,moto,hasta_3500,servicio-municipal,LIBRE,,,,,
Andalucía,Jaén,C,moto,hasta_3500,vehiculo-historico,LIBRE,,,,,
Andalucía,Jaén,C,moto,hasta_3500,obras,LIBRE,,,,,
Andalucía,Jaén,C,moto,hasta_3500,empresa,LIBRE,,,,,
Andalucía,Jaén,C,moto,hasta_3500,particular,LIBRE,,,,,
Andalucía,Jaén,C,moto,hasta_3500,policia-guardia-civil-fuerzas-armadas,LIBRE,,,,,
Andalucía,Jaén,C,moto,hasta_3500,especiales-emergencia,LIBRE,,,,,
Andalucía,Jaén,C,turismo,hasta_3500,particular,LIBRE,,,,,
Andalucía,Jaén,C,turismo,hasta_3500,residente,LIBRE,,,,,
Andalucía,Jaén,C,turismo,hasta_3500,garaje-propio,LIBRE,,,,,
Andalucía,Jaén,C,turismo,hasta_3500,invitado-residente,LIBRE,,,,,
Andalucía,Jaén,C,turismo,hasta_3500,movilidad-reducida,LIBRE,,,,,
Andalucía,Jaén,C,turismo,hasta_3500,paciente-medico,LIBRE,,,,,
Andalucía,Jaén,C,turismo,hasta_3500,menor-escolar,LIBRE,,,,,
Andalucía,Jaén,C,turismo,hasta_3500,taxi,LIBRE,,,,,
Andalucía,Jaén,C,turismo,hasta_3500,carga-descarga,LIBRE,,,,,
Andalucía,Jaén,C,turismo,hasta_3500,autonomo,LIBRE,,,,,
Andalucía,Jaén,C,turismo,hasta_3500,mudanza,LIBRE,,,,,
Andalucía,Jaén,C,turismo,hasta_3500,autoescuela,LIBRE,,,,,
Andalucía,Jaén,C,turismo,hasta_3500,transporte-sanitario,LIBRE,,,,,
Andalucía,Jaén,C,turismo,hasta_3500,transporte-funerario,LIBRE,,,,,
Andalucía,Jaén,C,turismo,hasta_3500,servicio-municipal,LIBRE,,,,,
Andalucía,Jaén,C,turismo,hasta_3500,vehiculo-historico,LIBRE,,,,,
Andalucía,Jaén,C,turismo,hasta_3500,obras,LIBRE,,,,,
Andalucía,Jaén,C,turismo,hasta_3500,vtc,LIBRE,,,,,
Andalucía,Jaén,C,turismo,hasta_3500,empresa,LIBRE,,,,,
Andalucía,Jaén,C,turismo,hasta_3500,especiales-emergencia,LIBRE,,,,,
Andalucía,Jaén,C,turismo,hasta_3500,policia-guardia-civil-fuerzas-armadas,LIBRE,,,,,
Andalucía,Jaén,ECO,autobus,hasta_3500,particular,LIBRE,,,,,
Andalucía,Jaén,ECO,autobus,hasta_3500,garaje-propio,LIBRE,,,,,
Andalucía,Jaén,ECO,autobus,hasta_3500,menor-escolar,LIBRE,,,,,
Andalucía,Jaén,ECO,autobus,hasta_3500,empresa,LIBRE,,,,,
Andalucía,Jaén,ECO,autobus,hasta_3500,autonomo,LIBRE,,,,,
Andalucía,Jaén,ECO,autobus,hasta_3500,mudanza,LIBRE,,,,,
Andalucía,Jaén,ECO,autobus,hasta_3500,autoescuela,LIBRE,,,,,
Andalucía,Jaén,ECO,autobus,hasta_3500,especiales-emergencia,LIBRE,,,,,
Andalucía,Jaén,ECO,autobus,hasta_3500,policia-guardia-civil-fuerzas-armadas,LIBRE,,,,,
Andalucía,Jaén,ECO,autobus,hasta_3500,transporte-publico,LIBRE,,,,,
Andalucía,Jaén,ECO,autobus,hasta_3500,servicio-municipal,LIBRE,,,,,
Andalucía,Jaén,ECO,autobus,3500_a_7500,particular,LIBRE,,,,,
Andalucía,Jaén,ECO,autobus,3500_a_7500,garaje-propio,LIBRE,,,,,
Andalucía,Jaén,ECO,autobus,3500_a_7500,menor-escolar,LIBRE,,,,,
Andalucía,Jaén,ECO,autobus,3500_a_7500,empresa,LIBRE,,,,,
Andalucía,Jaén,ECO,autobus,3500_a_7500,autonomo,LIBRE,,,,,
Andalucía,Jaén,ECO,autobus,3500_a_7500,mudanza,LIBRE,,,,,
Andalucía,Jaén,ECO,autobus,3500_a_7500,autoescuela,LIBRE,,,,,
Andalucía,Jaén,ECO,autobus,3500_a_7500,especiales-emergencia,LIBRE,,,,,
Andalucía,Jaén,ECO,autobus,3500_a_7500,policia-guardia-civil-fuerzas-armadas,LIBRE,,,,,
Andalucía,Jaén,ECO,autobus,3500_a_7500,transporte-publico,LIBRE,,,,,
Andalucía,Jaén,ECO,autobus,3500_a_7500,servicio-municipal,LIBRE,,,,,
Andalucía,Jaén,ECO,autobus,mas_7500,particular,LIBRE,,,,,
Andalucía,Jaén,ECO,autobus,mas_7500,garaje-propio,LIBRE,,,,,
Andalucía,Jaén,ECO,autobus,mas_7500,menor-escolar,LIBRE,,,,,
Andalucía,Jaén,ECO,autobus,mas_7500,empresa,LIBRE,,,,,
Andalucía,Jaén,ECO,autobus,mas_7500,autonomo,LIBRE,,,,,
Andalucía,Jaén,ECO,autobus,mas_7500,mudanza,LIBRE,,,,,
Andalucía,Jaén,ECO,autobus,mas_7500,autoescuela,LIBRE,,,,,
Andalucía,Jaén,ECO,autobus,mas_7500,especiales-emergencia,LIBRE,,,,,
Andalucía,Jaén,ECO,autobus,mas_7500,policia-guardia-civil-fuerzas-armadas,LIBRE,,,,,
Andalucía,Jaén,ECO,autobus,mas_7500,transporte-publico,LIBRE,,,,,
Andalucía,Jaén,ECO,autobus,mas_7500,servicio-municipal,LIBRE,,,,,
Andalucía,Jaén,ECO,camion,hasta_3500,particular,LIBRE,,,,,
Andalucía,Jaén,ECO,camion,hasta_3500,garaje-propio,LIBRE,,,,,
Andalucía,Jaén,ECO,camion,hasta_3500,carga-descarga,LIBRE,,,,,
Andalucía,Jaén,ECO,camion,hasta_3500,empresa,LIBRE,,,,,
Andalucía,Jaén,ECO,camion,hasta_3500,autonomo,LIBRE,,,,,
Andalucía,Jaén,ECO,camion,hasta_3500,obras,LIBRE,,,,,
Andalucía,Jaén,ECO,camion,hasta_3500,mudanza,LIBRE,,,,,
Andalucía,Jaén,ECO,camion,hasta_3500,autoescuela,LIBRE,,,,,
Andalucía,Jaén,ECO,camion,hasta_3500,transporte-sanitario,LIBRE,,,,,
Andalucía,Jaén,ECO,camion,hasta_3500,especiales-emergencia,LIBRE,,,,,
Andalucía,Jaén,ECO,camion,hasta_3500,policia-guardia-civil-fuerzas-armadas,LIBRE,,,,,
Andalucía,Jaén,ECO,camion,hasta_3500,servicio-municipal,LIBRE,,,,,
Andalucía,Jaén,ECO,camion,3500_a_7500,particular,LIBRE,,,,,
Andalucía,Jaén,ECO,camion,3500_a_7500,garaje-propio,LIBRE,,,,,
Andalucía,Jaén,ECO,camion,3500_a_7500,carga-descarga,LIBRE,,,,,
Andalucía,Jaén,ECO,camion,3500_a_7500,empresa,LIBRE,,,,,
Andalucía,Jaén,ECO,camion,3500_a_7500,autonomo,LIBRE,,,,,
Andalucía,Jaén,ECO,camion,3500_a_7500,obras,LIBRE,,,,,
Andalucía,Jaén,ECO,camion,3500_a_7500,mudanza,LIBRE,,,,,
Andalucía,Jaén,ECO,camion,3500_a_7500,autoescuela,LIBRE,,,,,
Andalucía,Jaén,ECO,camion,3500_a_7500,transporte-sanitario,LIBRE,,,,,
Andalucía,Jaén,ECO,camion,3500_a_7500,especiales-emergencia,LIBRE,,,,,
Andalucía,Jaén,ECO,camion,3500_a_7500,policia-guardia-civil-fuerzas-armadas,LIBRE,,,,,
Andalucía,Jaén,ECO,camion,3500_a_7500,servicio-municipal,LIBRE,,,,,
Andalucía,Jaén,ECO,camion,mas_7500,particular,LIBRE,,,,,
Andalucía,Jaén,ECO,camion,mas_7500,garaje-propio,LIBRE,,,,,
Andalucía,Jaén,ECO,camion,mas_7500,carga-descarga,LIBRE,,,,,
Andalucía,Jaén,ECO,camion,mas_7500,empresa,LIBRE,,,,,
Andalucía,Jaén,ECO,camion,mas_7500,autonomo,LIBRE,,,,,
Andalucía,Jaén,ECO,camion,mas_7500,obras,LIBRE,,,,,
Andalucía,Jaén,ECO,camion,mas_7500,mudanza,LIBRE,,,,,
Andalucía,Jaén,ECO,camion,mas_7500,autoescuela,LIBRE,,,,,
Andalucía,Jaén,ECO,camion,mas_7500,transporte-sanitario,LIBRE,,,,,
Andalucía,Jaén,ECO,camion,mas_7500,especiales-emergencia,LIBRE,,,,,
Andalucía,Jaén,ECO,camion,mas_7500,policia-guardia-civil-fuerzas-armadas,LIBRE,,,,,
Andalucía,Jaén,ECO,camion,mas_7500,servicio-municipal,LIBRE,,,,,
Andalucía,Jaén,ECO,furgoneta,hasta_3500,particular,LIBRE,,,,,
Andalucía,Jaén,ECO,furgoneta,hasta_3500,residente,LIBRE,,,,,
Andalucía,Jaén,ECO,furgoneta,hasta_3500,garaje-propio,LIBRE,,,,,
Andalucía,Jaén,ECO,furgoneta,hasta_3500,invitado-residente,LIBRE,,,,,
Andalucía,Jaén,ECO,furgoneta,hasta_3500,movilidad-reducida,LIBRE,,,,,
Andalucía,Jaén,ECO,furgoneta,hasta_3500,paciente-medico,LIBRE,,,,,
Andalucía,Jaén,ECO,furgoneta,hasta_3500,menor-escolar,LIBRE,,,,,
Andalucía,Jaén,ECO,furgoneta,hasta_3500,vtc,LIBRE,,,,,
Andalucía,Jaén,ECO,furgoneta,hasta_3500,taxi,LIBRE,,,,,
Andalucía,Jaén,ECO,furgoneta,hasta_3500,carga-descarga,LIBRE,,,,,
Andalucía,Jaén,ECO,furgoneta,hasta_3500,empresa,LIBRE,,,,,
Andalucía,Jaén,ECO,furgoneta,hasta_3500,autonomo,LIBRE,,,,,
Andalucía,Jaén,ECO,furgoneta,hasta_3500,obras,LIBRE,,,,,
Andalucía,Jaén,ECO,furgoneta,hasta_3500,mudanza,LIBRE,,,,,
Andalucía,Jaén,ECO,furgoneta,hasta_3500,autoescuela,LIBRE,,,,,
Andalucía,Jaén,ECO,furgoneta,hasta_3500,transporte-sanitario,LIBRE,,,,,
Andalucía,Jaén,ECO,furgoneta,hasta_3500,transporte-funerario,LIBRE,,,,,
Andalucía,Jaén,ECO,furgoneta,hasta_3500,especiales-emergencia,LIBRE,,,,,
Andalucía,Jaén,ECO,furgoneta,hasta_3500,policia-guardia-civil-fuerzas-armadas,LIBRE,,,,,
Andalucía,Jaén,ECO,furgoneta,hasta_3500,transporte-publico,LIBRE,,,,,
Andalucía,Jaén,ECO,furgoneta,hasta_3500,servicio-municipal,LIBRE,,,,,
Andalucía,Jaén,ECO,furgoneta,hasta_3500,vehiculo-historico,LIBRE,,,,,
Andalucía,Jaén,ECO,furgoneta,3500_a_7500,particular,LIBRE,,,,,
Andalucía,Jaén,ECO,furgoneta,3500_a_7500,residente,LIBRE,,,,,
Andalucía,Jaén,ECO,furgoneta,3500_a_7500,garaje-propio,LIBRE,,,,,
Andalucía,Jaén,ECO,furgoneta,3500_a_7500,invitado-residente,LIBRE,,,,,
Andalucía,Jaén,ECO,furgoneta,3500_a_7500,movilidad-reducida,LIBRE,,,,,
Andalucía,Jaén,ECO,furgoneta,3500_a_7500,paciente-medico,LIBRE,,,,,
Andalucía,Jaén,ECO,furgoneta,3500_a_7500,menor-escolar,LIBRE,,,,,
Andalucía,Jaén,ECO,furgoneta,3500_a_7500,vtc,LIBRE,,,,,
Andalucía,Jaén,ECO,furgoneta,3500_a_7500,taxi,LIBRE,,,,,
Andalucía,Jaén,ECO,furgoneta,3500_a_7500,carga-descarga,LIBRE,,,,,
Andalucía,Jaén,ECO,furgoneta,3500_a_7500,empresa,LIBRE,,,,,
Andalucía,Jaén,ECO,furgoneta,3500_a_7500,autonomo,LIBRE,,,,,
Andalucía,Jaén,ECO,furgoneta,3500_a_7500,obras,LIBRE,,,,,
Andalucía,Jaén,ECO,furgoneta,3500_a_7500,mudanza,LIBRE,,,,,
Andalucía,Jaén,ECO,furgoneta,3500_a_7500,autoescuela,LIBRE,,,,,
Andalucía,Jaén,ECO,furgoneta,3500_a_7500,transporte-sanitario,LIBRE,,,,,
Andalucía,Jaén,ECO,furgoneta,3500_a_7500,transporte-funerario,LIBRE,,,,,
Andalucía,Jaén,ECO,furgoneta,3500_a_7500,especiales-emergencia,LIBRE,,,,,
Andalucía,Jaén,ECO,furgoneta,3500_a_7500,policia-guardia-civil-fuerzas-armadas,LIBRE,,,,,
Andalucía,Jaén,ECO,furgoneta,3500_a_7500,transporte-publico,LIBRE,,,,,
Andalucía,Jaén,ECO,furgoneta,3500_a_7500,servicio-municipal,LIBRE,,,,,
Andalucía,Jaén,ECO,furgoneta,3500_a_7500,vehiculo-historico,LIBRE,,,,,
Andalucía,Jaén,ECO,furgoneta,mas_7500,particular,LIBRE,,,,,
Andalucía,Jaén,ECO,furgoneta,mas_7500,residente,LIBRE,,,,,
Andalucía,Jaén,ECO,furgoneta,mas_7500,garaje-propio,LIBRE,,,,,
Andalucía,Jaén,ECO,furgoneta,mas_7500,invitado-residente,LIBRE,,,,,
Andalucía,Jaén,ECO,furgoneta,mas_7500,movilidad-reducida,LIBRE,,,,,
Andalucía,Jaén,ECO,furgoneta,mas_7500,paciente-medico,LIBRE,,,,,
Andalucía,Jaén,ECO,furgoneta,mas_7500,menor-escolar,LIBRE,,,,,
Andalucía,Jaén,ECO,furgoneta,mas_7500,vtc,LIBRE,,,,,
Andalucía,Jaén,ECO,furgoneta,mas_7500,taxi,LIBRE,,,,,
Andalucía,Jaén,ECO,furgoneta,mas_7500,carga-descarga,LIBRE,,,,,
Andalucía,Jaén,ECO,furgoneta,mas_7500,empresa,LIBRE,,,,,
Andalucía,Jaén,ECO,furgoneta,mas_7500,autonomo,LIBRE,,,,,
Andalucía,Jaén,ECO,furgoneta,mas_7500,obras,LIBRE,,,,,
Andalucía,Jaén,ECO,furgoneta,mas_7500,mudanza,LIBRE,,,,,
Andalucía,Jaén,ECO,furgoneta,mas_7500,autoescuela,LIBRE,,,,,
Andalucía,Jaén,ECO,furgoneta,mas_7500,transporte-sanitario,LIBRE,,,,,
Andalucía,Jaén,ECO,furgoneta,mas_7500,transporte-funerario,LIBRE,,,,,
Andalucía,Jaén,ECO,furgoneta,mas_7500,especiales-emergencia,LIBRE,,,,,
Andalucía,Jaén,ECO,furgoneta,mas_7500,policia-guardia-civil-fuerzas-armadas,LIBRE,,,,,
Andalucía,Jaén,ECO,furgoneta,mas_7500,transporte-publico,LIBRE,,,,,
Andalucía,Jaén,ECO,furgoneta,mas_7500,servicio-municipal,LIBRE,,,,,
Andalucía,Jaén,ECO,furgoneta,mas_7500,vehiculo-historico,LIBRE,,,,,
Andalucía,Jaén,ECO,moto,hasta_3500,residente,LIBRE,,,,,
Andalucía,Jaén,ECO,moto,hasta_3500,garaje-propio,LIBRE,,,,,
Andalucía,Jaén,ECO,moto,hasta_3500,invitado-residente,LIBRE,,,,,
Andalucía,Jaén,ECO,moto,hasta_3500,movilidad-reducida,LIBRE,,,,,
Andalucía,Jaén,ECO,moto,hasta_3500,paciente-medico,LIBRE,,,,,
Andalucía,Jaén,ECO,moto,hasta_3500,menor-escolar,LIBRE,,,,,
Andalucía,Jaén,ECO,moto,hasta_3500,carga-descarga,LIBRE,,,,,
Andalucía,Jaén,ECO,moto,hasta_3500,autonomo,LIBRE,,,,,
Andalucía,Jaén,ECO,moto,hasta_3500,autoescuela,LIBRE,,,,,
Andalucía,Jaén,ECO,moto,hasta_3500,servicio-municipal,LIBRE,,,,,
Andalucía,Jaén,ECO,moto,hasta_3500,vehiculo-historico,LIBRE,,,,,
Andalucía,Jaén,ECO,moto,hasta_3500,obras,LIBRE,,,,,
Andalucía,Jaén,ECO,moto,hasta_3500,empresa,LIBRE,,,,,
Andalucía,Jaén,ECO,moto,hasta_3500,particular,LIBRE,,,,,
Andalucía,Jaén,ECO,moto,hasta_3500,policia-guardia-civil-fuerzas-armadas,LIBRE,,,,,
Andalucía,Jaén,ECO,moto,hasta_3500,especiales-emergencia,LIBRE,,,,,
Andalucía,Jaén,ECO,turismo,hasta_3500,particular,LIBRE,,,,,
Andalucía,Jaén,ECO,turismo,hasta_3500,residente,LIBRE,,,,,
Andalucía,Jaén,ECO,turismo,hasta_3500,garaje-propio,LIBRE,,,,,
Andalucía,Jaén,ECO,turismo,hasta_3500,invitado-residente,LIBRE,,,,,
Andalucía,Jaén,ECO,turismo,hasta_3500,movilidad-reducida,LIBRE,,,,,
Andalucía,Jaén,ECO,turismo,hasta_3500,paciente-medico,LIBRE,,,,,
Andalucía,Jaén,ECO,turismo,hasta_3500,menor-escolar,LIBRE,,,,,
Andalucía,Jaén,ECO,turismo,hasta_3500,taxi,LIBRE,,,,,
Andalucía,Jaén,ECO,turismo,hasta_3500,carga-descarga,LIBRE,,,,,
Andalucía,Jaén,ECO,turismo,hasta_3500,autonomo,LIBRE,,,,,
Andalucía,Jaén,ECO,turismo,hasta_3500,mudanza,LIBRE,,,,,
Andalucía,Jaén,ECO,turismo,hasta_3500,autoescuela,LIBRE,,,,,
Andalucía,Jaén,ECO,turismo,hasta_3500,transporte-sanitario,LIBRE,,,,,
Andalucía,Jaén,ECO,turismo,hasta_3500,transporte-funerario,LIBRE,,,,,
Andalucía,Jaén,ECO,turismo,hasta_3500,servicio-municipal,LIBRE,,,,,
Andalucía,Jaén,ECO,turismo,hasta_3500,vehiculo-historico,LIBRE,,,,,
Andalucía,Jaén,ECO,turismo,hasta_3500,obras,LIBRE,,,,,
Andalucía,Jaén,ECO,turismo,hasta_3500,vtc,LIBRE,,,,,
Andalucía,Jaén,ECO,turismo,hasta_3500,empresa,LIBRE,,,,,
Andalucía,Jaén,ECO,turismo,hasta_3500,especiales-emergencia,LIBRE,,,,,
Andalucía,Jaén,ECO,turismo,hasta_3500,policia-guardia-civil-fuerzas-armadas,LIBRE,,,,,
Andalucía,Jaén,SIN DISTINTIVO,autobus,hasta_3500,particular,CONDICIONADO,,,,,
Andalucía,Jaén,SIN DISTINTIVO,autobus,hasta_3500,garaje-propio,LIBRE,,,,,
Andalucía,Jaén,SIN DISTINTIVO,autobus,hasta_3500,menor-escolar,CONDICIONADO,,,,,
Andalucía,Jaén,SIN DISTINTIVO,autobus,hasta_3500,empresa,CONDICIONADO,,,,,
Andalucía,Jaén,SIN DISTINTIVO,autobus,hasta_3500,autonomo,CONDICIONADO,,,,,
Andalucía,Jaén,SIN DISTINTIVO,autobus,hasta_3500,mudanza,CONDICIONADO,,,,,
Andalucía,Jaén,SIN DISTINTIVO,autobus,hasta_3500,autoescuela,CONDICIONADO,,,,,
Andalucía,Jaén,SIN DISTINTIVO,autobus,hasta_3500,especiales-emergencia,LIBRE,,,,,
Andalucía,Jaén,SIN DISTINTIVO,autobus,hasta_3500,policia-guardia-civil-fuerzas-armadas,LIBRE,,,,,
Andalucía,Jaén,SIN DISTINTIVO,autobus,hasta_3500,transporte-publico,CONDICIONADO,,,,,
Andalucía,Jaén,SIN DISTINTIVO,autobus,hasta_3500,servicio-municipal,LIBRE,,,,,
Andalucía,Jaén,SIN DISTINTIVO,autobus,3500_a_7500,particular,CONDICIONADO,,,,,
Andalucía,Jaén,SIN DISTINTIVO,autobus,3500_a_7500,garaje-propio,LIBRE,,,,,
Andalucía,Jaén,SIN DISTINTIVO,autobus,3500_a_7500,menor-escolar,CONDICIONADO,,,,,
Andalucía,Jaén,SIN DISTINTIVO,autobus,3500_a_7500,empresa,CONDICIONADO,,,,,
Andalucía,Jaén,SIN DISTINTIVO,autobus,3500_a_7500,autonomo,CONDICIONADO,,,,,
Andalucía,Jaén,SIN DISTINTIVO,autobus,3500_a_7500,mudanza,CONDICIONADO,,,,,
Andalucía,Jaén,SIN DISTINTIVO,autobus,3500_a_7500,autoescuela,CONDICIONADO,,,,,
Andalucía,Jaén,SIN DISTINTIVO,autobus,3500_a_7500,especiales-emergencia,LIBRE,,,,,
Andalucía,Jaén,SIN DISTINTIVO,autobus,3500_a_7500,policia-guardia-civil-fuerzas-armadas,LIBRE,,,,,
Andalucía,Jaén,SIN DISTINTIVO,autobus,3500_a_7500,transporte-publico,CONDICIONADO,,,,,
Andalucía,Jaén,SIN DISTINTIVO,autobus,3500_a_7500,servicio-municipal,LIBRE,,,,,
Andalucía,Jaén,SIN DISTINTIVO,autobus,mas_7500,particular,CONDICIONADO,,,,,
Andalucía,Jaén,SIN DISTINTIVO,autobus,mas_7500,garaje-propio,LIBRE,,,,,
Andalucía,Jaén,SIN DISTINTIVO,autobus,mas_7500,menor-escolar,CONDICIONADO,,,,,
Andalucía,Jaén,SIN DISTINTIVO,autobus,mas_7500,empresa,CONDICIONADO,,,,,
Andalucía,Jaén,SIN DISTINTIVO,autobus,mas_7500,autonomo,CONDICIONADO,,,,,
Andalucía,Jaén,SIN DISTINTIVO,autobus,mas_7500,mudanza,CONDICIONADO,,,,,
Andalucía,Jaén,SIN DISTINTIVO,autobus,mas_7500,autoescuela,CONDICIONADO,,,,,
Andalucía,Jaén,SIN DISTINTIVO,autobus,mas_7500,especiales-emergencia,LIBRE,,,,,
Andalucía,Jaén,SIN DISTINTIVO,autobus,mas_7500,policia-guardia-civil-fuerzas-armadas,LIBRE,,,,,
Andalucía,Jaén,SIN DISTINTIVO,autobus,mas_7500,transporte-publico,CONDICIONADO,,,,,
Andalucía,Jaén,SIN DISTINTIVO,autobus,mas_7500,servicio-municipal,LIBRE,,,,,
Andalucía,Jaén,SIN DISTINTIVO,camion,hasta_3500,particular,CONDICIONADO,,,,,
Andalucía,Jaén,SIN DISTINTIVO,camion,hasta_3500,garaje-propio,LIBRE,,,,,
Andalucía,Jaén,SIN DISTINTIVO,camion,hasta_3500,carga-descarga,CONDICIONADO,,,,,
Andalucía,Jaén,SIN DISTINTIVO,camion,hasta_3500,empresa,CONDICIONADO,,,,,
Andalucía,Jaén,SIN DISTINTIVO,camion,hasta_3500,autonomo,CONDICIONADO,,,,,
Andalucía,Jaén,SIN DISTINTIVO,camion,hasta_3500,obras,CONDICIONADO,,,,,
Andalucía,Jaén,SIN DISTINTIVO,camion,hasta_3500,mudanza,CONDICIONADO,,,,,
Andalucía,Jaén,SIN DISTINTIVO,camion,hasta_3500,autoescuela,CONDICIONADO,,,,,
Andalucía,Jaén,SIN DISTINTIVO,camion,hasta_3500,transporte-sanitario,LIBRE,,,,,
Andalucía,Jaén,SIN DISTINTIVO,camion,hasta_3500,especiales-emergencia,LIBRE,,,,,
Andalucía,Jaén,SIN DISTINTIVO,camion,hasta_3500,policia-guardia-civil-fuerzas-armadas,LIBRE,,,,,
Andalucía,Jaén,SIN DISTINTIVO,camion,hasta_3500,servicio-municipal,LIBRE,,,,,
Andalucía,Jaén,SIN DISTINTIVO,camion,3500_a_7500,particular,CONDICIONADO,,,,,
Andalucía,Jaén,SIN DISTINTIVO,camion,3500_a_7500,garaje-propio,LIBRE,,,,,
Andalucía,Jaén,SIN DISTINTIVO,camion,3500_a_7500,carga-descarga,CONDICIONADO,,,,,
Andalucía,Jaén,SIN DISTINTIVO,camion,3500_a_7500,empresa,CONDICIONADO,,,,,
Andalucía,Jaén,SIN DISTINTIVO,camion,3500_a_7500,autonomo,CONDICIONADO,,,,,
Andalucía,Jaén,SIN DISTINTIVO,camion,3500_a_7500,obras,CONDICIONADO,,,,,
Andalucía,Jaén,SIN DISTINTIVO,camion,3500_a_7500,mudanza,CONDICIONADO,,,,,
Andalucía,Jaén,SIN DISTINTIVO,camion,3500_a_7500,autoescuela,CONDICIONADO,,,,,
Andalucía,Jaén,SIN DISTINTIVO,camion,3500_a_7500,transporte-sanitario,LIBRE,,,,,
Andalucía,Jaén,SIN DISTINTIVO,camion,3500_a_7500,especiales-emergencia,LIBRE,,,,,
Andalucía,Jaén,SIN DISTINTIVO,camion,3500_a_7500,policia-guardia-civil-fuerzas-armadas,LIBRE,,,,,
Andalucía,Jaén,SIN DISTINTIVO,camion,3500_a_7500,servicio-municipal,LIBRE,,,,,
Andalucía,Jaén,SIN DISTINTIVO,camion,mas_7500,particular,CONDICIONADO,,,,,
Andalucía,Jaén,SIN DISTINTIVO,camion,mas_7500,garaje-propio,LIBRE,,,,,
Andalucía,Jaén,SIN DISTINTIVO,camion,mas_7500,carga-descarga,CONDICIONADO,,,,,
Andalucía,Jaén,SIN DISTINTIVO,camion,mas_7500,empresa,CONDICIONADO,,,,,
Andalucía,Jaén,SIN DISTINTIVO,camion,mas_7500,autonomo,CONDICIONADO,,,,,
Andalucía,Jaén,SIN DISTINTIVO,camion,mas_7500,obras,CONDICIONADO,,,,,
Andalucía,Jaén,SIN DISTINTIVO,camion,mas_7500,mudanza,CONDICIONADO,,,,,
Andalucía,Jaén,SIN DISTINTIVO,camion,mas_7500,autoescuela,CONDICIONADO,,,,,
Andalucía,Jaén,SIN DISTINTIVO,camion,mas_7500,transporte-sanitario,LIBRE,,,,,
Andalucía,Jaén,SIN DISTINTIVO,camion,mas_7500,especiales-emergencia,LIBRE,,,,,
Andalucía,Jaén,SIN DISTINTIVO,camion,mas_7500,policia-guardia-civil-fuerzas-armadas,LIBRE,,,,,
Andalucía,Jaén,SIN DISTINTIVO,camion,mas_7500,servicio-municipal,LIBRE,,,,,
Andalucía,Jaén,SIN DISTINTIVO,furgoneta,hasta_3500,particular,CONDICIONADO,,,,,
Andalucía,Jaén,SIN DISTINTIVO,furgoneta,hasta_3500,residente,LIBRE,,,,,
Andalucía,Jaén,SIN DISTINTIVO,furgoneta,hasta_3500,garaje-propio,LIBRE,,,,,
Andalucía,Jaén,SIN DISTINTIVO,furgoneta,hasta_3500,invitado-residente,LIBRE,,,,,
Andalucía,Jaén,SIN DISTINTIVO,furgoneta,hasta_3500,movilidad-reducida,LIBRE,,,,,
Andalucía,Jaén,SIN DISTINTIVO,furgoneta,hasta_3500,paciente-medico,LIBRE,,,,,
Andalucía,Jaén,SIN DISTINTIVO,furgoneta,hasta_3500,menor-escolar,CONDICIONADO,,,,,
Andalucía,Jaén,SIN DISTINTIVO,furgoneta,hasta_3500,vtc,CONDICIONADO,,,,,
Andalucía,Jaén,SIN DISTINTIVO,furgoneta,hasta_3500,taxi,CONDICIONADO,,,,,
Andalucía,Jaén,SIN DISTINTIVO,furgoneta,hasta_3500,carga-descarga,CONDICIONADO,,,,,
Andalucía,Jaén,SIN DISTINTIVO,furgoneta,hasta_3500,empresa,CONDICIONADO,,,,,
Andalucía,Jaén,SIN DISTINTIVO,furgoneta,hasta_3500,autonomo,CONDICIONADO,,,,,
Andalucía,Jaén,SIN DISTINTIVO,furgoneta,hasta_3500,obras,CONDICIONADO,,,,,
Andalucía,Jaén,SIN DISTINTIVO,furgoneta,hasta_3500,mudanza,CONDICIONADO,,,,,
Andalucía,Jaén,SIN DISTINTIVO,furgoneta,hasta_3500,autoescuela,CONDICIONADO,,,,,
Andalucía,Jaén,SIN DISTINTIVO,furgoneta,hasta_3500,transporte-sanitario,LIBRE,,,,,
Andalucía,Jaén,SIN DISTINTIVO,furgoneta,hasta_3500,transporte-funerario,LIBRE,,,,,
Andalucía,Jaén,SIN DISTINTIVO,furgoneta,hasta_3500,especiales-emergencia,LIBRE,,,,,
Andalucía,Jaén,SIN DISTINTIVO,furgoneta,hasta_3500,policia-guardia-civil-fuerzas-armadas,LIBRE,,,,,
Andalucía,Jaén,SIN DISTINTIVO,furgoneta,hasta_3500,transporte-publico,CONDICIONADO,,,,,
Andalucía,Jaén,SIN DISTINTIVO,furgoneta,hasta_3500,servicio-municipal,LIBRE,,,,,
Andalucía,Jaén,SIN DISTINTIVO,furgoneta,hasta_3500,vehiculo-historico,LIBRE,,,,,
Andalucía,Jaén,SIN DISTINTIVO,furgoneta,3500_a_7500,particular,CONDICIONADO,,,,,
